source_node,target_node,label,score,rank,algorithm
3,28,1,5.50535688,1,adamic_adar
3,236,0,2.93398367,2,adamic_adar
3,214,1,2.74431302,3,adamic_adar
3,182,1,2.31045339,4,adamic_adar
3,151,0,2.13340052,5,adamic_adar
3,54,1,2.08147,6,adamic_adar
3,255,0,1.94194427,7,adamic_adar
3,313,0,1.2692674,8,adamic_adar
3,61,0,1.06157303,9,adamic_adar
3,604,1,0.97662031,10,adamic_adar
3,32,0,0.50074255,11,adamic_adar
3,1286,0,0.39400212,12,adamic_adar
3,1222,0,0.39267228,13,adamic_adar
3,3506,0,0.2597303,14,adamic_adar
3,868,0,0.24627855,15,adamic_adar
3,696,0,0.233827,16,adamic_adar
3,1315,0,0.23161616,17,adamic_adar
3,6634,0,0.23161616,18,adamic_adar
3,330,0,0.0,19,adamic_adar
3,463,0,0.0,20,adamic_adar
3,726,0,0.0,21,adamic_adar
3,988,0,0.0,22,adamic_adar
3,1108,0,0.0,23,adamic_adar
3,1233,0,0.0,24,adamic_adar
3,1356,0,0.0,25,adamic_adar
3,1663,0,0.0,26,adamic_adar
3,1737,0,0.0,27,adamic_adar
3,1807,0,0.0,28,adamic_adar
3,1872,0,0.0,29,adamic_adar
3,1914,0,0.0,30,adamic_adar
3,1929,0,0.0,31,adamic_adar
3,2001,0,0.0,32,adamic_adar
3,2180,0,0.0,33,adamic_adar
3,2184,0,0.0,34,adamic_adar
3,2315,0,0.0,35,adamic_adar
3,2326,0,0.0,36,adamic_adar
3,2391,0,0.0,37,adamic_adar
3,2412,0,0.0,38,adamic_adar
3,2428,0,0.0,39,adamic_adar
3,2441,0,0.0,40,adamic_adar
3,2925,0,0.0,41,adamic_adar
3,3086,0,0.0,42,adamic_adar
3,3113,0,0.0,43,adamic_adar
3,3172,0,0.0,44,adamic_adar
3,3196,0,0.0,45,adamic_adar
3,3204,0,0.0,46,adamic_adar
3,3284,0,0.0,47,adamic_adar
3,3389,0,0.0,48,adamic_adar
3,3458,0,0.0,49,adamic_adar
3,3663,0,0.0,50,adamic_adar
3,3754,0,0.0,51,adamic_adar
3,3835,0,0.0,52,adamic_adar
3,3855,0,0.0,53,adamic_adar
3,3968,0,0.0,54,adamic_adar
3,3981,0,0.0,55,adamic_adar
3,3986,0,0.0,56,adamic_adar
3,4028,0,0.0,57,adamic_adar
3,4042,0,0.0,58,adamic_adar
3,4075,0,0.0,59,adamic_adar
3,4235,0,0.0,60,adamic_adar
3,4380,0,0.0,61,adamic_adar
3,4385,0,0.0,62,adamic_adar
3,4456,0,0.0,63,adamic_adar
3,4481,0,0.0,64,adamic_adar
3,4540,0,0.0,65,adamic_adar
3,4598,0,0.0,66,adamic_adar
3,4640,0,0.0,67,adamic_adar
3,4855,0,0.0,68,adamic_adar
3,5009,0,0.0,69,adamic_adar
